prompt,completion
pop soft big room layered ->," None
None
None
None
2:s
0:k,1:t,3:s,4:t,5:u,6:r,6:k,10:h,10:s,12:k,12:y,14:h,16:r,16:s,18:r,18:h,20:r,21:r ###"
hiphop acoustic ->," None
None
None
None
None
0:h,0:h,0:k,1:h,2:h,3:h,3:k,4:s,4:k,5:h,6:h,6:k,7:h,8:h,9:h,9:k,10:h,10:k,11:h,12:s,12:k,13:h,13:k,14:k,15:h,15:k ###"
hiphop dark hybrid ->," None
None
None
None
None
0:k,0:a,1:a,2:a,3:k,3:a,4:a,4:s,5:a,6:k,6:a,7:a,8:a,9:k,9:a,10:k,10:a,11:a,12:s,12:a,13:k,13:a,14:a,15:k,15:a ###"
rock indie acoustic ->," 0:h
None
None
None
0:k,3:k,5:k,7:k,12:s
4:z,8:k,11:k,15:k,20:s,25:k,26:k,29:k,30:k ###"
rock indie dark hybrid ->," 0:a
None
None
None
0:k,3:k,5:k,7:k,12:s
4:z,8:k,11:k,15:k,20:s,25:k,26:k,29:k,30:k ###"
rock indie 808 simple ->," 0:h
None
None
None
0:k,3:k,5:k,7:k,12:s
4:s,8:k,11:k,15:k,20:s,25:k,26:k,29:k,30:k ###"
rock indie acoustic ->," None
0:r
0:h,1:r
4:s,6:h
0:k,3:k,9:k,10:h,10:k,11:r,13:k,15:r,15:k
18:h,19:r,23:r,28:s ###"
rock indie dark hybrid ->," None
0:r
0:a,1:r
4:s,6:a
0:k,3:k,9:k,10:k,10:a,11:r,13:k,15:r,15:k
18:a,19:r,23:r,28:s ###"
funk acoustic ->," None
None
0:h
2:k,6:h,7:s
0:k,2:h,9:s,10:j,12:h,12:s
4:s,20:z ###"
funk dark hybrid ->," None
0:a
None
2:k,7:s
0:k,9:s,12:s,12:a
4:s,20:z ###"
funk 808 simple ->," None
None
0:h
2:k,6:h,7:s
0:k,2:h,9:s,10:j,12:h,12:s
4:s,20:s ###"
funk deep daft ->," None
None
0:h
2:k,6:h,7:s
0:k,2:h,9:s,10:a,12:h,12:s
4:s,20:z ###"
funk acoustic ->," None
None
None
2:h
4:s,4:k,6:h,7:s,8:k,10:k,14:s
0:k,0:k,8:s,12:h,16:h,17:s,18:k,25:s,27:s,28:s,29:s,31:s ###"
funk dark hybrid ->," None
None
None
0:a,2:a
4:s,4:a,6:a,7:s,10:k,14:s
0:k,8:s,12:a,17:s,18:k,25:s,27:s,28:s,29:s,31:s ###"
funk acoustic ->," None
None
None
0:s,2:h,3:s
0:k,4:h,5:s,6:k,6:j,8:h,8:h
12:h,12:k,14:k,14:j,16:h ###"
funk dark hybrid ->," None
None
None
None
0:k,0:a,2:a,2:s,4:a,5:s,18:a
6:k,6:a,8:k,8:a,10:s,10:a,12:a,13:s,14:a,15:s ###"
funk deep daft ->," None
None
None
0:s,2:h,3:s
0:k,4:h,5:s,6:k,6:a,8:h,8:h
12:h,12:k,14:k,14:a,16:h ###"
funk acoustic ->," None
None
None
None
0:s
0:k,1:y,3:k,3:j,5:h,5:h,5:s,6:s,7:h,8:h,8:s,9:h,10:s,11:k,11:j,13:h,13:s,13:k,15:h ###"
funk dark hybrid ->," None
None
None
None
0:s
0:k,1:y,3:k,3:a,5:s,5:a,6:s,7:a,8:s,8:a,9:a,10:s,11:k,11:a,13:s,13:a,15:a ###"
funk deep daft ->," None
None
None
None
0:s
0:k,1:y,3:k,3:a,5:h,5:h,5:s,6:s,7:h,8:h,8:s,9:h,10:s,11:k,11:a,13:h,13:s,13:k,15:h ###"
funk acoustic ->," None
None
None
0:h,2:k,4:h,4:s,6:h,7:s
0:k,2:j,9:s,12:h
4:h,7:h,10:j,20:k,26:h ###"
funk dark hybrid ->," None
0:a
None
2:k,4:s,4:a,7:s
0:k,9:s
7:a ###"
funk deep daft ->," None
None
None
0:h,2:k,4:h,4:s,6:h,7:s
0:k,2:a,9:s,12:h
4:h,7:h,10:a,20:k,26:h ###"
neworleans funk acoustic ->," None
None
2:s
3:s,4:s,5:s,6:h
0:k,2:h,2:s,4:k,7:s,8:s,9:s,11:k
8:k,10:h,14:k,16:s,23:k,25:h,30:s,31:s ###"
neworleans funk dark hybrid ->," None
None
2:s
3:s,4:s,5:s,6:a
0:k,2:a,2:s,4:k,7:s,8:s,9:s,11:k
8:k,10:a,14:k,16:s,23:k,25:a,30:s,31:s ###"
neworleans funk acoustic ->," None
None
None
None
0:s,1:s,2:h,2:s,3:s,4:s,6:s,6:h,6:s,6:k,7:s,22:s,23:s
0:k,0:s,1:s,2:s,3:k,8:k,8:s,9:s,10:s,10:h,10:s,11:s,12:k,12:s,13:h,13:s,14:s,15:k,15:s,18:s,20:k,21:s ###"
neworleans funk dark hybrid ->," None
None
None
None
0:s,1:s,2:s,2:a,3:s,4:s,6:s,6:s,6:k,6:a,7:s,22:s,23:s
0:k,0:s,1:s,2:s,3:k,8:k,8:s,9:s,10:s,10:s,10:a,11:s,12:k,12:s,13:a,13:s,14:s,15:k,15:s,18:s,20:k,21:s ###"
neworleans funk big room layered ->," None
None
None
None
0:s,1:s,2:h,2:s,3:s,4:s,6:h,6:s,6:k,7:s,18:s,22:s,23:s
0:k,0:s,1:s,3:k,6:s,8:k,8:s,9:s,10:h,10:s,11:s,12:k,12:s,13:h,13:s,14:s,15:k,15:s,20:k,21:s,22:s ###"
funk acoustic ->," None
None
None
0:k,4:s
0:h,2:h,4:k,6:h,12:h
8:k,10:l,12:h,14:h,19:k,21:k,23:k,24:h,26:j,28:k,30:k ###"
funk dark hybrid ->," None
0:a
None
0:k,4:s
12:a
19:k,21:k,23:k ###"
funk deep daft ->," None
None
None
0:k,4:s
0:h,2:h,4:k,6:h,10:a,12:h
8:k,12:h,14:h,19:k,21:k,23:k,24:h,28:k,30:k ###"
neworleans funk acoustic ->," None
None
None
0:k,1:h,2:k,3:k
0:s,3:h,3:s,4:k,5:h,5:k,6:k,7:k,8:k,9:s,14:l
0:k,6:s,7:h,12:s,12:l,16:l,16:h,22:s,27:h,28:k,28:k,29:s ###"
neworleans funk dark hybrid ->," None
0:a
None
0:k,1:a,3:k
0:s,3:a,3:s,5:k,5:a,7:k,9:s
6:s,7:a,12:s,16:a,22:s,27:a,28:k,29:s ###"
neworleans funk big room layered ->," None
None
None
0:k,1:h,2:k,3:k
0:s,3:h,3:s,4:k,5:h,5:k,6:s,6:k,7:k,8:k,9:s,14:l
0:k,7:h,12:l,12:s,16:l,16:h,27:h,28:k,28:k,29:s ###"
neworleans funk deep daft ->," None
None
None
0:k,1:h,2:k,3:k
0:s,3:h,3:s,4:k,5:h,5:k,6:k,7:k,8:k,9:s,14:a
0:k,6:s,7:h,12:s,12:a,16:h,16:a,22:s,27:h,28:k,28:k,29:s ###"
latin acoustic ->," None
None
None
4:h
0:r,0:k,5:r,12:r
2:r,4:z,6:r,6:x,8:s,9:r,10:z,10:s,13:r,14:u,17:s,19:r,19:z,20:s,23:r,23:x,25:s,26:r,27:z,27:s,30:r,31:u ###"
latin dark hybrid ->," None
None
None
4:a
0:r,0:k,5:r,12:r
2:r,4:z,6:r,6:x,8:s,9:r,10:z,10:s,13:r,14:u,17:s,19:r,19:z,20:s,23:r,23:x,25:s,26:r,27:z,27:s,30:r,31:u ###"
latin 808 simple ->," None
None
None
4:h
0:r,0:k,5:r,12:r
2:r,4:s,6:r,6:x,8:s,9:r,10:s,10:s,13:r,14:u,17:s,19:s,19:r,20:s,23:r,23:x,25:s,26:r,27:s,27:s,30:r,31:u ###"
latin acoustic ->," None
None
None
4:h
0:r,0:k,4:z,5:r,9:r,12:r,14:u
3:r,7:r,7:x,11:z,13:r,18:r,22:r,22:x,26:z,30:r ###"
latin dark hybrid ->," None
None
None
4:a
0:r,0:k,4:z,5:r,9:r,12:r,14:u
3:r,7:r,7:x,11:z,13:r,18:r,22:r,22:x,26:z,30:r ###"
latin 808 simple ->," None
None
None
4:h
0:r,0:k,4:s,5:r,9:r,12:r,14:u
3:r,7:r,7:x,11:s,13:r,18:r,22:r,22:x,26:s,30:r ###"
hiphop acoustic ->," None
None
None
0:k
4:s,4:k,7:s,9:s
0:k,2:h,6:s,6:k,7:s,10:k,10:k,12:h,14:s,14:k,18:k,24:k,26:h,27:s,28:k,28:k,29:s,30:h,31:s ###"
hiphop dark hybrid ->," None
None
0:a
None
4:s,7:s,9:s,10:a,14:a
0:k,2:a,6:a,6:s,7:s,10:k,14:s,18:k,24:k,27:s,28:k,29:s,31:s ###"
hiphop acoustic ->," None
None
None
2:h
0:k,4:s,6:s,7:s,8:h,8:k,9:s
0:y,0:k,4:h,6:h,7:s,8:s,10:k,12:h,14:s,14:k,18:k,20:k,22:k,28:k,28:k,29:s,30:h,31:s ###"
hiphop dark hybrid ->," None
0:a
None
None
4:s,6:s,7:s,8:k,9:s
0:y,0:k,7:s,8:s,10:k,14:s,18:k,28:k,29:s,31:s ###"
afrobeat acoustic ->," None
None
0:k
4:l,6:h,6:k
0:k,2:h,3:s,6:s,9:k,10:k
8:k,11:s,14:s,24:h,25:y,26:s,30:s ###"
afrobeat dark hybrid ->," None
0:a
0:k
6:a
3:s,6:s,9:k
11:s,14:s,25:y,26:s,30:s ###"
afrobeat big room layered ->," None
None
0:k
4:l,6:h,6:s,6:k
0:k,2:h,3:s,9:k,10:k
8:k,11:s,24:h,25:y,26:s ###"
afrobeat deep daft ->," None
None
0:k
4:a,6:h,6:k
0:k,2:h,3:s,6:s,9:k,10:k
8:k,11:s,14:s,24:h,25:y,26:s,30:s ###"
funk acoustic ->," None
None
None
0:k,4:k
4:s,6:k,10:l,12:h
0:k,2:h,8:k,12:s,14:h,16:h,18:k,19:k,21:k,23:k,24:h,28:s,30:k ###"
funk dark hybrid ->," None
0:a
None
0:k
4:s,12:a
12:s,19:k,21:k,23:k,28:s ###"
funk big room layered ->," None
None
None
0:k,4:s,4:k
6:k,10:l,12:h
0:k,2:h,8:k,14:h,16:h,18:k,19:k,21:k,23:k,24:h,30:k ###"
funk deep daft ->," None
None
None
0:k,4:k
4:s,6:k,10:a,12:h
0:k,2:h,8:k,12:s,14:h,16:h,18:k,19:k,21:k,23:k,24:h,28:s,30:k ###"
rock shuffle acoustic ->," None
None
0:k
None
5:h,6:k,15:l
0:h,3:k,4:s,9:k,12:s,12:k,16:h,16:k,18:h,20:s,25:h,27:s,28:l ###"
rock shuffle dark hybrid ->," None
None
0:k
None
0:a,5:a,6:a,9:a,12:a,15:a
3:a,4:s,12:s,16:a,18:a,20:s,27:s ###"
rock shuffle big room layered ->," None
None
0:k
None
4:s,5:h,6:k,15:l
0:h,3:k,9:k,12:s,12:k,16:h,16:k,18:h,25:h,27:s,28:l ###"
rock shuffle deep daft ->," None
None
0:k
None
5:h,6:k,15:a
0:h,3:k,4:s,9:k,12:s,12:k,16:h,16:k,18:h,20:s,25:h,27:s,28:a ###"
rock shuffle acoustic ->," None
None
0:k
None
2:h,4:s,9:h,12:l
0:y,0:h,6:h,10:s,12:s,14:j,14:s,15:h,16:k,21:h,22:k,26:s,31:l ###"
rock shuffle dark hybrid ->," None
None
0:k
None
0:a,2:a,4:s,6:a,9:a,12:a,15:a
0:y,10:s,12:s,14:a,14:s,21:a,26:s ###"
rock shuffle big room layered ->," None
None
0:k
None
2:h,4:s,9:h,10:s,12:l
0:y,0:h,6:h,12:s,14:j,14:s,15:h,16:k,21:h,22:k,31:l ###"
rock shuffle deep daft ->," None
None
0:k
None
2:h,4:s,9:h,12:a
0:y,0:h,6:h,10:s,12:s,14:a,14:s,15:h,16:k,21:h,22:k,26:s,31:a ###"
funk acoustic ->," None
None
None
None
4:k,10:k
0:k,0:k,2:h,6:s,6:k,8:h,10:h,12:h,14:s,14:k,17:s,18:k,18:k,20:s,23:s,24:k,24:k,25:s,26:k,28:s,28:k,29:k,30:s,31:s ###"
funk dark hybrid ->," None
None
None
2:a,4:a
8:a,10:k
0:k,0:a,6:a,6:s,14:s,14:a,17:s,18:k,20:s,23:s,24:k,25:s,28:s,29:k,30:s,31:s ###"
funk big room layered ->," None
None
None
None
4:k,10:k,14:s
0:k,0:k,2:h,6:s,6:k,8:h,10:h,12:h,14:k,17:s,18:k,18:k,20:s,23:s,24:k,24:k,25:s,26:k,28:s,28:k,29:k,31:s ###"
hiphop acoustic ->," None
None
None
None
0:k,1:k,3:h,5:s,7:h
9:y,9:k,11:h,13:s,15:h,15:k,17:y,19:k ###"
hiphop dark hybrid ->," None
None
None
None
0:k,1:k,3:a,5:s,7:a
9:y,9:k,11:a,13:s,15:k,15:a,17:y,19:k ###"
funk latin acoustic ->," None
None
None
2:h,4:s,4:k
0:h,0:k,5:k,7:k,8:k
4:k,6:h,14:h,18:k,22:k,30:k ###"
funk latin dark hybrid ->," None
0:a
None
4:s
0:k,5:k,7:k
4:k,18:k ###"
funk latin acoustic ->," None
None
None
4:s,4:k
0:k,5:k,7:k,8:k
0:h,2:h,6:h,10:h,14:h,16:k,18:k,18:k,22:k,26:k ###"
funk latin dark hybrid ->," None
None
0:a
2:a,4:s
0:k,5:k,6:a,7:k
14:a,18:k ###"
afrobeat acoustic ->," None
0:r
2:h,2:s
0:k,7:s
3:k,5:s,6:s,9:r,11:s,12:k,13:r,13:k,15:k,21:s
0:s,7:s,8:s,11:s,20:s ###"
afrobeat dark hybrid ->," None
0:r
2:a,2:s
0:k,7:s
3:k,5:s,6:s,9:r,11:s,12:k,13:r,13:k,15:k,21:s
0:s,7:s,8:s,11:s,20:s ###"
latin acoustic ->," None
None
0:k,0:z,2:h
2:z,5:z,7:z
3:t,6:t,8:u,9:u,11:x,14:u
16:t,17:t,18:t ###"
latin dark hybrid ->," None
None
0:k,0:z,2:a
2:z,5:z,7:z
3:t,6:t,8:u,9:u,11:x,14:u
16:t,17:t,18:t ###"
latin 808 simple ->," None
None
0:s,0:k,2:h
2:s,5:s,7:s
3:t,6:t,8:u,9:u,11:x,14:u
16:t,17:t,18:t ###"
rock acoustic ->," None
None
0:k
2:h
6:h,8:h
4:s,12:s,14:h,16:h,20:h,20:s,24:y,24:r,28:s,30:l ###"
rock dark hybrid ->," None
None
0:k,2:a
None
8:a
4:s,12:s,16:a,20:a,20:s,24:y,24:r,28:s ###"
rock big room layered ->," None
None
0:k
2:h,4:s
6:h,8:h
14:h,16:h,20:h,24:y,24:r,30:l ###"
rock deep daft ->," None
None
0:k
2:h
6:h,8:h
4:s,12:s,14:h,16:h,20:h,20:s,24:y,24:r,28:s,30:a ###"
hiphop acoustic ->," None
None
None
4:k,6:l,6:k
0:k,2:k,3:k,5:k,8:h,9:h,10:l,12:h,12:s,13:h
0:l,2:h,3:k,4:z,5:k,8:h,16:h,16:k,17:h,18:l,20:h,20:s,21:h,24:k ###"
hiphop dark hybrid ->," None
0:a
None
5:a,6:k
0:k,2:k,3:k,5:k,8:a,9:a,12:s,12:a
3:a,4:z,16:a,17:a,20:a,20:s ###"
hiphop 808 simple ->," None
None
None
4:k,6:l,6:k
0:k,2:k,3:k,5:k,8:h,9:h,10:l,12:h,12:s,13:h
0:l,2:h,3:k,4:s,5:k,8:h,16:h,16:k,17:h,18:l,20:h,20:s,21:h,24:k ###"
hiphop deep daft ->," None
None
None
4:k,6:k,6:a
0:k,2:k,3:k,5:k,8:h,9:h,10:a,12:h,12:s,13:h
0:a,2:h,3:k,4:z,5:k,8:h,16:h,16:k,17:h,18:a,20:h,20:s,21:h,24:k ###"
hiphop acoustic ->," None
None
None
4:k,6:l,6:k
0:k,0:k,2:k,3:k,4:s,5:k,8:h,9:h,10:l,12:h
2:k,3:h,12:s,16:h,17:h,18:l,18:h,20:h,21:h,24:k,28:s,29:h ###"
hiphop dark hybrid ->," None
0:a
None
6:k
0:k,2:k,3:k,4:s,5:k,9:a,12:a
3:a,12:s,16:a,17:a,18:a,20:a,21:a,24:a,28:s,29:a ###"
hiphop big room layered ->," None
None
None
4:s,4:k,6:l,6:k
0:k,0:k,2:k,3:k,5:k,8:h,9:h,10:l,12:h
2:k,3:h,16:h,17:h,18:l,18:h,20:h,21:h,24:k,29:h ###"
hiphop deep daft ->," None
None
None
4:k,6:k,6:a
0:k,0:k,2:k,3:k,4:s,5:k,8:h,9:h,10:a,12:h
2:k,3:h,12:s,16:h,17:h,18:h,18:a,20:h,21:h,24:k,28:s,29:h ###"
hiphop acoustic ->," None
None
None
4:k,6:l,6:k
0:k,2:k,3:k,5:k,8:l,8:h,10:l,12:h
0:h,2:h,3:k,4:s,5:h,9:k,12:s,13:k,16:h,16:k,17:k,18:l,20:s,20:h,21:k,25:h,28:s,29:h ###"
hiphop dark hybrid ->," None
0:a
None
5:a,6:k
0:k,2:k,3:k,5:k,8:a,9:a,12:a
3:a,4:s,12:s,16:a,17:a,20:s,20:a,28:s ###"
hiphop big room layered ->," None
None
None
4:s,4:k,6:l,6:k
0:k,2:k,3:k,5:k,8:l,8:h,10:l,12:h
0:h,2:h,3:k,5:h,9:k,13:k,16:h,16:k,17:k,18:l,20:h,21:k,25:h,29:h ###"
hiphop deep daft ->," None
None
None
4:k,6:k,6:a
0:k,2:k,3:k,5:k,8:h,8:a,10:a,12:h
0:h,2:h,3:k,4:s,5:h,9:k,12:s,13:k,16:h,16:k,17:k,18:a,20:s,20:h,21:k,25:h,28:s,29:h ###"
funk acoustic ->," None
None
1:h
2:k,3:h,4:k
0:k,4:s,6:k,7:s,7:h,8:k,9:k,10:k,13:k,14:l,14:s
0:h,11:s,16:h,16:k,18:k,27:s ###"
funk dark hybrid ->," None
0:a
1:a
3:a
0:k,4:s,7:s,7:a,9:k,10:k,13:k,14:s
11:s,16:a,18:k,27:s ###"
funk big room layered ->," None
None
1:h
2:k,3:h,4:k
0:k,4:s,6:k,7:h,7:s,8:k,9:k,10:k,11:s,13:k,14:l,14:s
0:h,16:h,16:k,18:k ###"
funk deep daft ->," None
None
1:h
2:k,3:h,4:k
0:k,4:s,6:k,7:s,7:h,8:k,9:k,10:k,13:k,14:s,14:a
0:h,11:s,16:h,16:k,18:k,27:s ###"
funk acoustic ->," None
None
None
1:h,2:k,4:k
0:k,3:h,6:k,7:s,7:k,8:k,9:k,10:k,13:h,13:k,14:s,14:l
0:h,2:h,4:s,5:k,11:s,11:k,16:h,16:k,18:k,20:s,23:s,27:h,27:s ###"
funk dark hybrid ->," None
0:a
None
1:a,2:k,3:a
0:k,7:s,7:a,9:k,13:k,13:a,14:s
4:s,5:a,11:s,16:a,20:s,23:s,27:s ###"
funk big room layered ->," None
None
None
1:h,2:k,4:k
0:k,3:h,4:s,6:k,7:s,7:k,8:k,9:k,10:k,11:s,13:h,13:k,14:l,14:s
0:h,2:h,5:k,11:k,16:h,16:k,18:k,23:s,27:h ###"
funk deep daft ->," None
None
None
1:h,2:k,4:k
0:k,3:h,6:k,7:s,7:k,8:k,9:k,10:k,13:h,13:k,14:s,14:a
0:h,2:h,4:s,5:k,11:s,11:k,16:h,16:k,18:k,20:s,23:s,27:h,27:s ###"
funk acoustic ->," None
None
2:k
0:k
0:y,4:y,4:k
8:y,12:s,16:r,23:k,28:s ###"
funk dark hybrid ->," None
None
2:a
0:k
0:y,4:y,4:k
8:y,12:s,16:r,23:k,28:s ###"
funk big room layered ->," None
None
2:k
0:k
0:y,4:y,4:k,12:s
8:y,16:r,23:k ###"
rock acoustic ->," None
None
None
2:k,4:s
0:k,4:k,6:k,8:h,10:k
0:y,8:k,12:l,12:h,14:k,14:k,16:k,19:k,20:h,24:l,28:k,30:l ###"
rock dark hybrid ->," None
None
2:a
4:s,4:a
0:k,8:a,10:k,24:a
0:y,12:a,14:k,16:a,19:a,20:a ###"
rock deep daft ->," None
None
None
2:k,4:s
0:k,4:k,6:k,8:h,10:k
0:y,8:k,12:h,12:a,14:k,14:k,16:k,19:k,20:h,24:a,28:k,30:a ###"
rock acoustic ->," None
None
None
0:k,2:k
2:s,8:k,12:k
0:k,4:k,6:k,10:s,12:k,14:k,14:k,20:l,20:k,22:l,22:h,26:h,26:s,27:s,29:k ###"
rock dark hybrid ->," None
None
0:a
2:a
2:s,6:a,8:k
0:k,10:s,12:k,14:k,14:a,20:k,22:a,26:a,26:s,27:s,29:k ###"
rock big room layered ->," None
None
None
0:k,2:s,2:k
8:k,12:k
0:k,4:k,6:k,12:k,14:k,14:k,20:l,20:k,22:l,22:h,26:h,27:s,29:k ###"
rock deep daft ->," None
None
None
0:k,2:k
2:s,8:k,12:k
0:k,4:k,6:k,10:s,12:k,14:k,14:k,20:k,20:a,22:h,22:a,26:h,26:s,27:s,29:k ###"
rock acoustic ->," None
None
1:r
None
7:r,11:r,11:s
0:k,1:r,3:s,3:r,4:r,7:k,13:k,15:r,15:k,18:k,19:r,19:s,20:s,22:s,24:k,25:s,26:s,27:k,28:k,30:k ###"
rock big room layered ->," None
None
1:r
3:s
7:r,11:r
0:k,1:r,3:r,4:r,7:k,13:k,15:r,15:k,18:k,19:r,20:s,22:s,24:k,25:s,26:s,27:k,28:k,30:k ###"
rock acoustic ->," None
None
2:r
0:k,4:s
2:h,4:r,7:s,8:r,9:s,14:k
0:r,6:k,7:s,9:s,11:k,12:r,16:r,22:h,26:k,28:r,30:h ###"
rock dark hybrid ->," None
None
2:r
0:k,4:s
2:a,4:r,7:s,8:r,9:s,14:k
0:r,6:k,7:s,9:s,11:k,12:r,16:r,22:a,26:k,28:r,30:a ###"
rock acoustic ->," None
None
0:k,2:s
0:k,2:k
12:k
4:k,6:l,6:h,14:l,16:h,19:k,22:k,31:s ###"
rock dark hybrid ->," None
None
0:k,2:s
0:a,2:a
6:a,12:a
4:a,6:a,14:a,16:a,19:a,31:s ###"
rock deep daft ->," None
None
0:k,2:s
0:k,2:k
12:k
4:k,6:h,6:a,14:a,16:h,19:k,22:k,31:s ###"
rock acoustic ->," None
None
None
None
0:l,0:k,4:l,4:s,6:j
8:l,8:k,10:j,12:l,12:s,14:j,15:s,16:s,17:s,18:k,18:j,21:k,23:s ###"
rock dark hybrid ->," None
None
None
None
0:k,0:a,4:a,4:s,6:a
8:k,8:a,10:a,12:s,12:a,14:a,15:s,16:s,17:s,18:k,18:a,21:k,23:s ###"
rock acoustic ->," None
None
1:k
3:l,3:s
1:j,7:l,7:s
0:k,2:k,9:l,10:k,15:s,15:y,20:s,21:l,21:s,22:k,23:s,24:s,25:s,27:s,29:l ###"
rock dark hybrid ->," None
None
1:k
3:a,3:s
1:a,7:s,7:a
0:k,2:k,9:a,10:k,15:s,15:y,20:s,21:a,21:s,22:k,23:s,24:s,25:s,27:s,29:a ###"
rock acoustic ->," None
None
None
None
None
0:k,1:x,2:x,3:k,4:u,5:v,6:k,7:s,8:s,9:k,10:t,11:t,12:k,13:x,14:x,15:k,16:u,17:v,18:k,19:s,20:s,21:k,22:t,23:t,24:k,25:x,26:x,27:k,28:u,29:u,30:k ###"
rock big room layered ->," None
None
None
None
5:k
0:k,1:x,2:x,3:k,4:u,6:k,7:s,8:s,9:k,10:t,11:t,12:k,13:x,14:x,15:k,16:u,17:k,18:k,19:s,20:s,22:t,23:t,24:k,25:x,26:x,27:k,28:u,29:u,30:k ###"
rock west coast funk ->," None
None
None
None
None
0:k,1:x,2:x,3:k,4:u,5:b,6:k,7:s,8:s,9:k,10:t,11:t,12:k,13:x,14:x,15:k,16:u,17:b,18:k,19:s,20:s,21:k,22:t,23:t,24:k,25:x,26:x,27:k,28:u,29:u,30:k ###"
rock nu rnb ->," None
None
None
None
None
0:k,1:x,2:x,3:k,4:u,5:l,6:k,7:s,8:s,9:k,10:t,11:t,12:k,13:x,14:x,15:k,16:u,17:l,18:k,19:s,20:s,21:k,22:t,23:t,24:k,25:x,26:x,27:k,28:u,29:u,30:k ###"
rock acoustic ->," None
None
None
None
None
0:u,0:k,2:u,3:t,4:u,4:k,6:x,8:u,8:k,9:u,10:u,12:t,12:u,12:k,14:u,15:t ###"
rock big room layered ->," None
None
None
None
None
0:k,1:u,1:k,3:u,4:t,5:u,5:k,7:x,9:u,9:k,10:u,11:u,13:t,13:u,13:k,15:u,16:t ###"
rock acoustic ->," None
None
None
None
6:k,12:r
0:k,1:t,2:t,3:k,4:x,5:x,7:u,8:u,10:r,10:k,14:r,14:k,18:r,18:s,22:r,24:r,24:k,26:r,26:s,27:k,29:k ###"
rock acoustic ->," None
None
None
0:k,2:k,4:s
0:k,4:k,10:k,12:h,14:k,14:k
3:h,6:l,6:h,7:s,8:k,12:l,22:k,24:h,28:k ###"
rock dark hybrid ->," None
0:a
None
4:s
0:k,10:k,12:a,14:k
3:a,6:a,7:s,8:k,24:a ###"
rock deep daft ->," None
None
None
0:k,2:k,4:s
0:k,4:k,10:k,12:h,14:k,14:k
3:h,6:h,6:a,7:s,8:k,12:a,22:k,24:h,28:k ###"
rock acoustic ->," None
None
None
None
None
0:r,0:k,4:r,4:h,4:s,7:r,8:r,8:k,11:r,12:s,12:r,12:k,12:h,15:r ###"
rock dark hybrid ->," None
None
None
None
None
0:r,0:k,4:a,4:r,4:s,7:r,8:r,8:k,11:r,12:s,12:r,12:k,12:a,15:r ###"
rock acoustic ->," None
None
None
0:k,1:l
5:l,12:k,28:k
1:s,3:k,5:k,9:s,13:l,13:s,15:k,17:s,20:k,21:s,24:k,25:s,26:j ###"
rock dark hybrid ->," None
None
None
0:k,1:a
5:a,12:k,28:k
1:s,3:k,5:k,9:s,13:a,13:s,15:k,17:s,20:k,21:s,24:k,25:s,26:a ###"
rock big room layered ->," None
None
None
0:k,1:l,1:s
5:l,12:k,28:k
3:k,5:k,13:l,13:s,15:k,20:k,21:s,24:k,26:j ###"
rock acoustic ->," None
None
None
None
None
0:r,0:k,2:r,4:r,4:s,6:r,7:k,8:r,10:k,12:r,12:s,14:r ###"
rock acoustic ->," None
None
None
0:s,0:k
4:k,4:k
5:k,10:k,12:k,12:k,14:h,18:h,18:k,22:h,26:h ###"
rock dark hybrid ->," None
None
None
None
0:k,0:a,4:s,4:a
1:k,6:k,8:k,8:a,10:a,12:a,12:s,14:k,14:a,18:a,22:a ###"
rock acoustic ->," None
None
None
4:k,6:k
0:k,8:k,10:k,12:s,14:k
0:y,2:k,4:s,8:k,10:k,16:l,18:l,18:h,20:s,22:k,25:k,27:k ###"
rock dark hybrid ->," None
None
2:a
4:a
0:k,8:a,12:s,14:k
0:y,4:s,8:k,10:k,16:a,18:a,20:s,22:k,25:k,27:k ###"
rock big room layered ->," None
None
None
4:s,4:k,6:k
0:k,8:k,10:k,14:k
0:y,2:k,8:k,10:k,16:l,18:l,18:h,22:k,25:k,27:k ###"
rock deep daft ->," None
None
None
4:k,6:k
0:k,8:k,10:k,12:s,14:k
0:y,2:k,4:s,8:k,10:k,16:a,18:h,18:a,20:s,22:k,25:k,27:k ###"
rock acoustic ->," None
None
None
None
0:r,0:k,2:r,4:r,6:r,7:s,9:s
4:h,4:s,6:h,8:r,8:k,10:r,10:k,10:h,12:s,12:r,14:r,14:k,17:s,19:k,20:s,21:s,22:k,23:s,24:r,24:s,25:u,26:s,27:s,28:z,28:s,29:s,30:t,30:s,31:t ###"
rock dark hybrid ->," None
None
None
None
0:r,0:k,2:r,4:r,6:r,7:s,9:s
4:a,4:s,6:a,8:r,8:k,10:r,10:k,10:a,12:s,12:r,14:r,14:k,17:s,19:k,20:s,21:s,22:k,23:s,24:r,24:s,25:u,26:s,27:s,28:z,28:s,29:s,30:t,30:s,31:t ###"
rock big room layered ->," None
None
None
4:s
0:r,0:k,2:r,4:r,6:r,7:s,9:s
4:h,6:h,8:r,8:k,10:r,10:k,10:h,12:r,14:r,14:k,17:s,19:k,21:s,22:k,23:s,24:r,24:s,25:u,26:s,27:s,28:z,29:s,30:t,30:s,31:t ###"
